accident_id,accident_date,state,road_type,cause,weather,light_condition,vehicle_type,severity,casualties,fatalities,speed_kmph
ACC01014,2022-07-20 17:00,Tamil Nadu,Expressway,Vehicle Failure,Hazy,Dawn/Dusk,Two-Wheeler,Serious,5,1,17.1
ACC01015,2021-12-14 20:00,Uttar Pradesh,Urban Road,Distracted Driving,Foggy,Daylight,Two-Wheeler,Minor,2,0,74.1
ACC01016,2020-09-14 05:00,Karnataka,National Highway,Signal Jumping,Foggy,Daylight,Auto-Rickshaw,Fatal,4,2,85.9
ACC01017,2020-04-28 23:00,Gujarat,Expressway,Poor Road Condition,Clear,Night - Street Lit,Pedestrian,Minor,3,0,119.6
ACC01018,2018-12-11 04:00,Maharashtra,Urban Road,Signal Jumping,Windy,Dawn/Dusk,Two-Wheeler,Minor,1,1,5.6
ACC01019,2020-09-08 10:00,Maharashtra,Rural Road,Drunk Driving,Rainy,Night - Street Lit,Pedestrian,Fatal,1,0,45.4
ACC01020,2023-09-14 09:00,Madhya Pradesh,Expressway,Over Speeding,Clear,Night - Street Lit,Two-Wheeler,Minor,1,1,86.1
ACC01021,2020-08-03 03:00,Karnataka,Rural Road,Drunk Driving,Foggy,Dawn/Dusk,Pedestrian,Fatal,1,0,75.2
ACC01022,2022-06-23 18:00,Bihar,State Highway,Vehicle Failure,Windy,Daylight,Bus,Minor,1,0,99.9
ACC01023,2019-05-27 17:00,Rajasthan,Rural Road,Signal Jumping,Hazy,Daylight,Bus,Fatal,1,1,82.4
ACC01024,2023-12-06 06:00,Uttar Pradesh,State Highway,Wrong Side Driving,Rainy,Dawn/Dusk,Car,Minor,3,2,74.3
ACC01025,2020-06-14 21:00,Uttar Pradesh,National Highway,Bad Weather,Hazy,Night - Street Lit,Bus,Serious,2,0,87.6
ACC01026,2022-05-19 08:00,Odisha,Urban Road,Vehicle Failure,Foggy,Night - No Light,Two-Wheeler,Serious,1,0,59.5
ACC01027,2023-08-05 12:00,Rajasthan,National Highway,Wrong Side Driving,Clear,Daylight,Car,Serious,1,0,42.7
ACC01028,2018-08-14 22:00,Rajasthan,State Highway,Poor Road Condition,Hazy,Daylight,Two-Wheeler,Serious,1,1,102.8
ACC01029,2022-02-14 20:00,Bihar,Urban Road,Over Speeding,Clear,Night - No Light,Two-Wheeler,Minor,1,0,118.8
ACC01030,2022-12-16 00:00,Rajasthan,National Highway,Distracted Driving,Foggy,Dawn/Dusk,Auto-Rickshaw,Minor,1,0,105.9
ACC01031,2020-07-01 18:00,Maharashtra,Expressway,Bad Weather,Hazy,Dawn/Dusk,Truck,Fatal,1,0,110.3
ACC01032,2021-05-10 05:00,Uttar Pradesh,Urban Road,Poor Road Condition,Windy,Night - No Light,Truck,Minor,5,3,49.0
ACC01033,2020-03-09 05:00,West Bengal,State Highway,Poor Road Condition,Rainy,Night - No Light,Pedestrian,Fatal,3,2,8.7
ACC01034,2022-12-14 19:00,Madhya Pradesh,Rural Road,Poor Road Condition,Hazy,Night - Street Lit,Auto-Rickshaw,Fatal,2,1,112.0
ACC01035,2022-07-27 18:00,Rajasthan,National Highway,Over Speeding,Windy,Night - No Light,Two-Wheeler,Minor,3,1,115.3
ACC01036,2020-04-14 11:00,Madhya Pradesh,State Highway,Distracted Driving,Foggy,Night - No Light,Two-Wheeler,Fatal,4,1,59.3
ACC01037,2019-09-20 18:00,Maharashtra,Rural Road,Poor Road Condition,Rainy,Dawn/Dusk,Bus,Fatal,1,1,37.8
ACC01038,2022-12-15 09:00,Madhya Pradesh,National Highway,Over Speeding,Hazy,Daylight,Auto-Rickshaw,Serious,5,1,97.0
ACC01039,2021-01-09 01:00,Madhya Pradesh,Urban Road,Vehicle Failure,Hazy,Daylight,Auto-Rickshaw,Fatal,1,1,26.9
ACC01040,2021-05-04 18:00,Karnataka,Rural Road,Vehicle Failure,Rainy,Night - No Light,Truck,Minor,0,0,86.6
ACC01041,2023-07-13 07:00,West Bengal,National Highway,Drunk Driving,Windy,Dawn/Dusk,Truck,Serious,1,1,41.4
ACC01042,2022-12-06 18:00,Bihar,Rural Road,Over Speeding,Hazy,Dawn/Dusk,Auto-Rickshaw,Minor,2,1,52.7
ACC01043,2018-01-08 02:00,Maharashtra,Expressway,Signal Jumping,Rainy,Night - Street Lit,Truck,Serious,2,0,53.0
ACC01044,2022-05-08 00:00,Maharashtra,Expressway,Poor Road Condition,Foggy,Dawn/Dusk,Auto-Rickshaw,Fatal,3,2,34.6
ACC01045,2021-12-17 13:00,Karnataka,Urban Road,Distracted Driving,Windy,Night - No Light,Auto-Rickshaw,Minor,0,0,80.7
ACC01046,2018-03-12 13:00,Gujarat,Expressway,Vehicle Failure,Windy,Daylight,Car,Minor,0,0,47.0
ACC01047,2020-08-04 09:00,Gujarat,Rural Road,Distracted Driving,Clear,Daylight,Two-Wheeler,Fatal,2,0,14.2
ACC01048,2022-02-24 23:00,Tamil Nadu,Expressway,Over Speeding,Windy,Night - Street Lit,Bus,Fatal,0,0,54.9
ACC01049,2020-11-19 08:00,Tamil Nadu,Rural Road,Signal Jumping,Foggy,Night - No Light,Auto-Rickshaw,Fatal,0,0,34.1
ACC01050,2023-08-26 02:00,Bihar,Expressway,Drunk Driving,Windy,Dawn/Dusk,Truck,Serious,1,0,27.6
ACC01051,2018-11-17 17:00,Madhya Pradesh,Urban Road,Wrong Side Driving,Rainy,Dawn/Dusk,Two-Wheeler,Minor,3,2,8.9
ACC01052,2022-12-27 17:00,Odisha,Urban Road,Signal Jumping,Foggy,Daylight,Auto-Rickshaw,Minor,1,0,68.5
ACC01053,2019-07-18 04:00,Madhya Pradesh,Rural Road,Poor Road Condition,Rainy,Night - No Light,Auto-Rickshaw,Serious,2,0,72.5
ACC01054,2019-10-24 01:00,Bihar,Rural Road,Distracted Driving,Hazy,Night - No Light,Truck,Fatal,3,1,78.2
ACC01055,2019-07-02 00:00,West Bengal,State Highway,Vehicle Failure,Windy,Daylight,Auto-Rickshaw,Minor,1,0,101.3
ACC01056,2020-07-01 20:00,Odisha,Urban Road,Bad Weather,Foggy,Daylight,Auto-Rickshaw,Serious,0,0,23.8
ACC01057,2022-03-15 18:00,Karnataka,National Highway,Wrong Side Driving,Hazy,Daylight,Pedestrian,Minor,1,0,70.2
ACC01058,2022-04-04 20:00,Karnataka,Expressway,Distracted Driving,Foggy,Night - No Light,Truck,Minor,4,0,17.1
ACC01059,2022-07-14 21:00,Gujarat,State Highway,Wrong Side Driving,Windy,Daylight,Truck,Serious,0,0,13.3
ACC01060,2022-11-11 05:00,Madhya Pradesh,Urban Road,Wrong Side Driving,Clear,Night - Street Lit,Two-Wheeler,Minor,2,1,112.6
ACC01061,2022-07-27 18:00,Uttar Pradesh,Urban Road,Wrong Side Driving,Rainy,Daylight,Auto-Rickshaw,Fatal,5,2,112.6
ACC01062,2022-11-24 08:00,Uttar Pradesh,State Highway,Drunk Driving,Rainy,Daylight,Two-Wheeler,Serious,2,1,22.5
ACC01063,2018-06-14 10:00,Maharashtra,Urban Road,Poor Road Condition,Foggy,Daylight,Auto-Rickshaw,Minor,2,0,34.9
ACC01064,2023-04-10 00:00,Rajasthan,Rural Road,Distracted Driving,Hazy,Night - Street Lit,Truck,Minor,1,0,58.0
ACC01065,2018-03-26 02:00,Madhya Pradesh,State Highway,Drunk Driving,Hazy,Dawn/Dusk,Truck,Minor,2,1,66.5
ACC01066,2023-09-13 00:00,Uttar Pradesh,Rural Road,Vehicle Failure,Hazy,Daylight,Pedestrian,Fatal,1,0,87.9
ACC01067,2023-10-23 13:00,Madhya Pradesh,Expressway,Poor Road Condition,Foggy,Dawn/Dusk,Bus,Fatal,0,0,64.3
ACC01068,2021-01-10 01:00,Bihar,Urban Road,Signal Jumping,Foggy,Daylight,Car,Fatal,2,1,20.0
ACC01069,2023-03-01 20:00,Odisha,Expressway,Poor Road Condition,Foggy,Dawn/Dusk,Two-Wheeler,Fatal,1,0,54.4
ACC01070,2019-11-10 17:00,Gujarat,Rural Road,Vehicle Failure,Hazy,Night - Street Lit,Two-Wheeler,Minor,2,2,109.0
ACC01071,2022-04-12 19:00,Madhya Pradesh,Urban Road,Vehicle Failure,Hazy,Daylight,Pedestrian,Minor,3,1,89.1
ACC01072,2022-11-12 00:00,Rajasthan,Expressway,Poor Road Condition,Rainy,Dawn/Dusk,Car,Fatal,2,0,58.4
ACC01073,2018-04-11 13:00,Karnataka,Expressway,Poor Road Condition,Foggy,Dawn/Dusk,Car,Fatal,0,0,64.2
ACC01074,2018-09-17 17:00,Bihar,State Highway,Signal Jumping,Foggy,Night - No Light,Bus,Serious,2,0,95.5
ACC01075,2020-09-19 04:00,Odisha,Urban Road,Wrong Side Driving,Rainy,Daylight,Truck,Minor,2,0,46.4
ACC01076,2023-09-22 08:00,Madhya Pradesh,Urban Road,Vehicle Failure,Rainy,Dawn/Dusk,Truck,Serious,1,0,89.1
ACC01077,2020-08-20 04:00,Maharashtra,State Highway,Wrong Side Driving,Foggy,Night - Street Lit,Auto-Rickshaw,Minor,3,0,34.5
ACC01078,2021-09-08 08:00,Rajasthan,Rural Road,Drunk Driving,Rainy,Night - Street Lit,Pedestrian,Minor,2,0,23.4
ACC01079,2019-02-07 20:00,Maharashtra,Expressway,Bad Weather,Clear,Night - No Light,Two-Wheeler,Fatal,1,1,87.2
ACC01080,2023-12-28 20:00,Bihar,Urban Road,Drunk Driving,Rainy,Night - Street Lit,Two-Wheeler,Fatal,0,0,12.2
ACC01081,2020-03-09 09:00,Madhya Pradesh,State Highway,Drunk Driving,Foggy,Night - No Light,Bus,Fatal,0,0,96.5
ACC01082,2018-07-04 09:00,Karnataka,State Highway,Over Speeding,Foggy,Night - No Light,Auto-Rickshaw,Fatal,3,1,80.1
ACC01083,2023-11-23 17:00,West Bengal,Expressway,Wrong Side Driving,Rainy,Night - No Light,Pedestrian,Serious,1,0,106.6
ACC01084,2021-01-24 09:00,Gujarat,Urban Road,Wrong Side Driving,Windy,Daylight,Auto-Rickshaw,Serious,2,0,14.6
ACC01085,2018-01-10 09:00,Uttar Pradesh,Urban Road,Poor Road Condition,Windy,Night - Street Lit,Two-Wheeler,Fatal,3,2,98.6
ACC01086,2020-10-19 04:00,Maharashtra,National Highway,Vehicle Failure,Foggy,Daylight,Truck,Serious,1,0,54.5
ACC01087,2018-06-22 09:00,Madhya Pradesh,Rural Road,Vehicle Failure,Windy,Daylight,Bus,Minor,0,0,93.0
ACC01088,2023-07-25 07:00,Karnataka,Urban Road,Drunk Driving,Clear,Dawn/Dusk,Pedestrian,Minor,1,1,90.0
ACC01089,2020-09-13 15:00,Tamil Nadu,National Highway,Signal Jumping,Rainy,Dawn/Dusk,Bus,Fatal,5,1,8.4
ACC01090,2022-04-04 03:00,Rajasthan,Urban Road,Signal Jumping,Clear,Dawn/Dusk,Truck,Serious,5,2,36.9
ACC01091,2019-10-12 22:00,Odisha,State Highway,Distracted Driving,Foggy,Night - No Light,Auto-Rickshaw,Minor,2,1,80.5
ACC01092,2020-12-02 00:00,Uttar Pradesh,Urban Road,Signal Jumping,Clear,Daylight,Auto-Rickshaw,Minor,5,3,6.2
ACC01093,2020-08-12 23:00,Bihar,Rural Road,Bad Weather,Rainy,Night - No Light,Car,Minor,2,2,14.3
ACC01094,2023-03-24 18:00,Gujarat,Rural Road,Poor Road Condition,Clear,Daylight,Pedestrian,Serious,3,1,20.7
ACC01095,2022-04-18 19:00,Karnataka,National Highway,Drunk Driving,Foggy,Dawn/Dusk,Truck,Minor,3,0,94.9
ACC01096,2023-02-23 06:00,Gujarat,National Highway,Wrong Side Driving,Rainy,Night - Street Lit,Auto-Rickshaw,Fatal,1,1,16.5
ACC01097,2020-01-20 21:00,Madhya Pradesh,Rural Road,Bad Weather,Foggy,Night - No Light,Car,Minor,2,1,22.9
ACC01098,2020-01-20 20:00,Madhya Pradesh,Rural Road,Signal Jumping,Windy,Night - Street Lit,Truck,Fatal,1,0,26.5
ACC01099,2023-08-19 15:00,Tamil Nadu,Urban Road,Vehicle Failure,Foggy,Dawn/Dusk,Two-Wheeler,Fatal,0,0,52.1
ACC01100,2021-04-04 05:00,Karnataka,Expressway,Drunk Driving,Hazy,Night - Street Lit,Car,Minor,0,0,95.2
ACC01101,2018-07-21 16:00,Rajasthan,State Highway,Drunk Driving,Clear,Night - No Light,Pedestrian,Serious,0,0,51.5
ACC01102,2023-01-06 12:00,Odisha,Urban Road,Distracted Driving,Rainy,Daylight,Truck,Fatal,2,0,27.6
ACC01103,2018-11-21 10:00,Uttar Pradesh,Rural Road,Over Speeding,Rainy,Dawn/Dusk,Truck,Serious,0,0,2.7
ACC01104,2022-12-26 13:00,Rajasthan,Rural Road,Signal Jumping,Foggy,Night - Street Lit,Car,Serious,2,0,65.4
ACC01105,2020-04-12 01:00,Maharashtra,Rural Road,Bad Weather,Windy,Night - No Light,Truck,Fatal,5,3,95.2
ACC01106,2021-03-24 23:00,Rajasthan,National Highway,Wrong Side Driving,Foggy,Night - No Light,Auto-Rickshaw,Fatal,2,0,11.1
ACC01107,2022-04-12 17:00,Odisha,Expressway,Vehicle Failure,Rainy,Daylight,Pedestrian,Serious,1,0,87.4
ACC01108,2019-07-14 20:00,Uttar Pradesh,State Highway,Vehicle Failure,Clear,Night - No Light,Bus,Minor,1,0,2.5
ACC01109,2020-02-16 05:00,Madhya Pradesh,Rural Road,Wrong Side Driving,Windy,Daylight,Bus,Serious,1,1,30.2
ACC01110,2023-08-10 01:00,Bihar,Urban Road,Wrong Side Driving,Rainy,Dawn/Dusk,Two-Wheeler,Minor,2,0,89.1
ACC01111,2018-01-28 15:00,Rajasthan,National Highway,Poor Road Condition,Clear,Daylight,Auto-Rickshaw,Serious,3,0,110.3
ACC01112,2021-05-09 22:00,Bihar,State Highway,Poor Road Condition,Rainy,Daylight,Two-Wheeler,Fatal,0,0,34.9
ACC01113,2020-08-01 17:00,Rajasthan,Rural Road,Distracted Driving,Rainy,Daylight,Pedestrian,Fatal,2,1,21.1
ACC01114,2019-05-10 15:00,Karnataka,State Highway,Distracted Driving,Foggy,Night - No Light,Two-Wheeler,Minor,3,0,109.7
ACC01115,2021-03-06 06:00,Tamil Nadu,Urban Road,Signal Jumping,Hazy,Daylight,Truck,Minor,1,0,86.0
ACC01116,2022-11-21 13:00,West Bengal,Urban Road,Signal Jumping,Rainy,Dawn/Dusk,Two-Wheeler,Fatal,3,0,76.1
ACC01117,2021-03-12 22:00,Karnataka,State Highway,Distracted Driving,Foggy,Night - No Light,Auto-Rickshaw,Serious,2,1,76.7
ACC01118,2019-09-10 07:00,Maharashtra,Expressway,Vehicle Failure,Windy,Night - Street Lit,Truck,Serious,0,0,26.8
ACC01119,2023-08-24 05:00,Uttar Pradesh,National Highway,Signal Jumping,Hazy,Daylight,Pedestrian,Serious,4,1,66.9
ACC01120,2023-06-26 07:00,Maharashtra,Expressway,Vehicle Failure,Hazy,Dawn/Dusk,Pedestrian,Minor,0,0,96.7
ACC01121,2018-08-22 05:00,Uttar Pradesh,Urban Road,Poor Road Condition,Windy,Daylight,Auto-Rickshaw,Serious,3,0,67.2
ACC01122,2023-10-15 09:00,Bihar,Urban Road,Over Speeding,Windy,Dawn/Dusk,Bus,Minor,2,0,91.4
ACC01123,2018-09-12 00:00,Maharashtra,Urban Road,Poor Road Condition,Foggy,Night - Street Lit,Auto-Rickshaw,Minor,1,0,7.8
ACC01124,2019-10-19 06:00,Maharashtra,Rural Road,Drunk Driving,Clear,Dawn/Dusk,Two-Wheeler,Fatal,2,0,50.1
ACC01125,2019-12-23 14:00,Gujarat,Rural Road,Wrong Side Driving,Clear,Dawn/Dusk,Pedestrian,Minor,5,3,60.8
ACC01126,2022-05-09 16:00,West Bengal,National Highway,Poor Road Condition,Clear,Night - Street Lit,Pedestrian,Minor,4,2,11.2
ACC01127,2021-07-03 15:00,Madhya Pradesh,State Highway,Wrong Side Driving,Windy,Night - No Light,Bus,Serious,0,0,85.8
ACC01128,2023-03-18 18:00,Karnataka,Rural Road,Wrong Side Driving,Foggy,Dawn/Dusk,Two-Wheeler,Fatal,3,1,45.0
ACC01129,2021-09-15 08:00,Maharashtra,Expressway,Wrong Side Driving,Rainy,Daylight,Auto-Rickshaw,Fatal,2,1,31.8
ACC01130,2020-01-20 05:00,Uttar Pradesh,Expressway,Distracted Driving,Foggy,Night - No Light,Car,Minor,5,2,119.9
ACC01131,2020-06-18 20:00,West Bengal,National Highway,Bad Weather,Hazy,Daylight,Two-Wheeler,Fatal,3,0,63.7
ACC01132,2022-10-04 00:00,Tamil Nadu,State Highway,Signal Jumping,Clear,Night - No Light,Auto-Rickshaw,Fatal,2,0,61.4
ACC01133,2022-05-02 17:00,Rajasthan,Expressway,Over Speeding,Windy,Daylight,Bus,Minor,2,0,102.6
ACC01134,2018-01-18 16:00,Maharashtra,State Highway,Bad Weather,Hazy,Dawn/Dusk,Bus,Minor,1,0,114.0
ACC01135,2022-05-21 12:00,Karnataka,Expressway,Drunk Driving,Hazy,Daylight,Truck,Serious,5,1,92.0
ACC01136,2020-11-25 11:00,Uttar Pradesh,Urban Road,Drunk Driving,Windy,Night - No Light,Car,Fatal,3,2,94.9
ACC01137,2022-02-17 05:00,Madhya Pradesh,Urban Road,Signal Jumping,Hazy,Dawn/Dusk,Pedestrian,Minor,3,0,113.2
ACC01138,2019-04-12 14:00,Maharashtra,Expressway,Wrong Side Driving,Windy,Night - Street Lit,Auto-Rickshaw,Minor,2,1,8.2
ACC01139,2020-06-15 22:00,Karnataka,State Highway,Distracted Driving,Rainy,Night - Street Lit,Two-Wheeler,Minor,1,0,64.4
ACC01140,2023-03-19 18:00,Madhya Pradesh,State Highway,Vehicle Failure,Rainy,Night - Street Lit,Car,Serious,4,1,3.0
ACC01141,2018-10-15 18:00,Gujarat,Expressway,Over Speeding,Hazy,Daylight,Auto-Rickshaw,Fatal,3,2,106.4
ACC01142,2023-09-19 10:00,Karnataka,Rural Road,Poor Road Condition,Clear,Night - No Light,Bus,Minor,1,0,9.1
ACC01143,2022-06-07 09:00,Karnataka,Rural Road,Drunk Driving,Clear,Night - Street Lit,Car,Fatal,3,0,97.6
ACC01144,2021-11-27 12:00,West Bengal,State Highway,Over Speeding,Clear,Night - Street Lit,Two-Wheeler,Minor,2,1,8.1
ACC01145,2018-01-03 02:00,Rajasthan,State Highway,Drunk Driving,Hazy,Daylight,Pedestrian,Fatal,2,0,78.4
ACC01146,2019-08-27 11:00,Bihar,Rural Road,Bad Weather,Clear,Night - No Light,Pedestrian,Serious,0,0,21.6
ACC01147,2019-10-27 22:00,Odisha,Expressway,Poor Road Condition,Windy,Night - No Light,Truck,Serious,3,0,36.6
ACC01148,2020-05-22 01:00,Madhya Pradesh,State Highway,Distracted Driving,Clear,Night - Street Lit,Pedestrian,Fatal,0,0,102.6
ACC01149,2021-02-24 05:00,Bihar,Rural Road,Distracted Driving,Hazy,Night - No Light,Bus,Serious,4,1,103.4
ACC01150,2018-09-21 00:00,Bihar,Rural Road,Signal Jumping,Hazy,Daylight,Bus,Minor,3,0,22.4
ACC01151,2023-09-27 06:00,Uttar Pradesh,State Highway,Wrong Side Driving,Windy,Night - Street Lit,Pedestrian,Serious,4,2,63.0
ACC01152,2018-03-08 01:00,Rajasthan,National Highway,Over Speeding,Hazy,Night - No Light,Auto-Rickshaw,Serious,2,2,74.6
ACC01153,2021-11-15 03:00,Rajasthan,Rural Road,Wrong Side Driving,Clear,Daylight,Truck,Minor,3,0,36.1
ACC01154,2021-09-04 08:00,West Bengal,Rural Road,Wrong Side Driving,Windy,Daylight,Bus,Minor,2,0,90.7
ACC01155,2023-09-14 12:00,Madhya Pradesh,National Highway,Over Speeding,Hazy,Night - Street Lit,Car,Minor,1,0,71.2
ACC01156,2018-09-09 18:00,Karnataka,National Highway,Wrong Side Driving,Foggy,Dawn/Dusk,Pedestrian,Serious,3,2,89.2
ACC01157,2022-05-23 05:00,Karnataka,State Highway,Distracted Driving,Rainy,Daylight,Pedestrian,Serious,0,0,86.3
ACC01158,2022-08-24 23:00,Tamil Nadu,State Highway,Poor Road Condition,Windy,Night - No Light,Bus,Fatal,1,1,108.6
ACC01159,2021-07-02 07:00,Tamil Nadu,State Highway,Vehicle Failure,Hazy,Dawn/Dusk,Truck,Fatal,2,1,76.3
ACC01160,2019-01-04 00:00,Uttar Pradesh,Urban Road,Bad Weather,Windy,Night - Street Lit,Bus,Fatal,3,0,76.7
ACC01161,2018-08-20 19:00,Uttar Pradesh,Rural Road,Drunk Driving,Windy,Night - Street Lit,Truck,Serious,2,0,94.7
ACC01162,2019-06-28 11:00,Gujarat,Rural Road,Signal Jumping,Windy,Daylight,Two-Wheeler,Fatal,1,0,81.9
ACC01163,2019-07-21 06:00,Tamil Nadu,State Highway,Vehicle Failure,Clear,Night - Street Lit,Bus,Fatal,2,1,104.5
ACC01164,2019-04-07 19:00,Uttar Pradesh,National Highway,Over Speeding,Windy,Night - No Light,Two-Wheeler,Minor,3,1,86.8
ACC01165,2019-08-18 16:00,West Bengal,Expressway,Distracted Driving,Windy,Night - Street Lit,Bus,Minor,1,0,43.0
ACC01166,2018-02-10 22:00,Odisha,National Highway,Drunk Driving,Hazy,Night - No Light,Pedestrian,Minor,0,0,84.0
ACC01167,2023-09-06 12:00,Rajasthan,Expressway,Over Speeding,Hazy,Night - Street Lit,Auto-Rickshaw,Fatal,0,0,61.1
ACC01168,2022-02-11 22:00,West Bengal,Rural Road,Drunk Driving,Windy,Daylight,Car,Serious,2,0,6.9
ACC01169,2021-03-28 12:00,Maharashtra,State Highway,Drunk Driving,Windy,Night - No Light,Bus,Serious,1,1,80.0
ACC01170,2022-10-16 09:00,Uttar Pradesh,Expressway,Over Speeding,Clear,Dawn/Dusk,Two-Wheeler,Minor,1,0,55.8
ACC01171,2023-04-09 16:00,Maharashtra,Expressway,Bad Weather,Rainy,Night - Street Lit,Bus,Minor,1,1,117.4
ACC01172,2021-03-03 14:00,West Bengal,Urban Road,Distracted Driving,Rainy,Daylight,Pedestrian,Minor,1,1,104.8
ACC01173,2021-06-17 18:00,Maharashtra,Urban Road,Poor Road Condition,Foggy,Night - No Light,Auto-Rickshaw,Serious,0,0,34.8
ACC01174,2023-12-07 07:00,Rajasthan,National Highway,Distracted Driving,Hazy,Night - No Light,Car,Minor,2,0,110.2
ACC01175,2018-02-07 07:00,Rajasthan,Expressway,Over Speeding,Rainy,Daylight,Truck,Fatal,1,1,58.3
ACC01176,2021-12-17 06:00,Madhya Pradesh,State Highway,Signal Jumping,Windy,Daylight,Pedestrian,Serious,2,1,106.5
ACC01177,2018-06-22 13:00,West Bengal,State Highway,Bad Weather,Rainy,Night - No Light,Car,Serious,2,2,103.1
ACC01178,2018-11-26 06:00,Odisha,National Highway,Poor Road Condition,Rainy,Daylight,Pedestrian,Serious,2,0,2.6
ACC01179,2022-09-28 05:00,Rajasthan,Rural Road,Vehicle Failure,Clear,Night - No Light,Car,Fatal,3,3,43.2
ACC01180,2019-07-27 04:00,Maharashtra,Expressway,Signal Jumping,Hazy,Dawn/Dusk,Car,Minor,3,0,62.3
ACC01181,2018-03-11 07:00,Rajasthan,Expressway,Vehicle Failure,Windy,Night - Street Lit,Truck,Serious,3,0,28.0
ACC01182,2023-07-14 19:00,Tamil Nadu,Rural Road,Poor Road Condition,Windy,Dawn/Dusk,Auto-Rickshaw,Fatal,1,0,43.6
ACC01183,2023-12-25 08:00,Rajasthan,Urban Road,Drunk Driving,Hazy,Night - Street Lit,Car,Minor,2,2,107.0
ACC01184,2022-12-13 03:00,Tamil Nadu,State Highway,Distracted Driving,Clear,Daylight,Pedestrian,Fatal,0,0,118.3
ACC01185,2022-10-03 19:00,Bihar,Rural Road,Signal Jumping,Foggy,Night - Street Lit,Truck,Serious,3,2,104.6
ACC01186,2022-08-12 12:00,Madhya Pradesh,State Highway,Over Speeding,Hazy,Daylight,Auto-Rickshaw,Fatal,2,0,47.8
ACC01187,2020-06-28 13:00,Tamil Nadu,Expressway,Signal Jumping,Hazy,Night - Street Lit,Auto-Rickshaw,Fatal,4,0,24.9
ACC01188,2020-05-24 05:00,Bihar,National Highway,Signal Jumping,Windy,Night - Street Lit,Auto-Rickshaw,Minor,1,0,50.4
ACC01189,2020-07-20 03:00,Gujarat,Rural Road,Bad Weather,Hazy,Night - Street Lit,Auto-Rickshaw,Minor,3,0,22.9
ACC01190,2020-12-26 08:00,Maharashtra,National Highway,Vehicle Failure,Rainy,Daylight,Auto-Rickshaw,Minor,2,0,117.5
ACC01191,2019-12-10 17:00,Odisha,Expressway,Vehicle Failure,Clear,Night - No Light,Truck,Minor,4,1,59.6
ACC01192,2019-03-26 03:00,Madhya Pradesh,State Highway,Poor Road Condition,Hazy,Dawn/Dusk,Auto-Rickshaw,Fatal,2,2,105.5
ACC01193,2020-06-10 05:00,Odisha,Urban Road,Drunk Driving,Hazy,Night - Street Lit,Truck,Serious,4,0,29.3
ACC01194,2020-04-10 00:00,Maharashtra,State Highway,Over Speeding,Hazy,Night - Street Lit,Car,Serious,2,0,9.1
ACC01195,2023-12-14 07:00,Odisha,State Highway,Poor Road Condition,Foggy,Daylight,Pedestrian,Fatal,2,1,99.5
ACC01196,2021-08-26 20:00,West Bengal,Expressway,Over Speeding,Foggy,Daylight,Truck,Fatal,1,1,37.8
ACC01197,2022-01-13 19:00,Maharashtra,National Highway,Drunk Driving,Hazy,Daylight,Two-Wheeler,Serious,2,2,36.2
ACC01198,2019-10-15 03:00,Tamil Nadu,National Highway,Signal Jumping,Foggy,Night - Street Lit,Truck,Minor,3,1,91.9
ACC01199,2020-08-13 06:00,Bihar,State Highway,Poor Road Condition,Rainy,Night - No Light,Auto-Rickshaw,Minor,4,1,92.5
ACC01200,2020-05-26 22:00,Uttar Pradesh,National Highway,Signal Jumping,Foggy,Daylight,Pedestrian,Minor,2,2,17.3
